[3035428828, "2018-11-10T22:44:07.408244Z", 2, -119, -7.8, 0, 63.41785, 10.4021, 112]
[3046227252, "2018-11-10T22:44:18.208021Z", 1, -119, -5.5, 0, 63.41785, 10.4021, 112]
[3085639116, "2018-11-10T22:44:57.616624Z", 2, -119, -11.2, 0, 63.41785, 10.4021, 112]
[3091063052, "2018-11-10T22:45:03.0506Z", 6, -115, -11.5, 1, 63.41785, 10.4021, 112]
[3097277708, "2018-11-10T22:45:09.257726Z", 1, -120, -7.5, 0, 63.41785, 10.4021, 112]
[3369645091, "2018-11-10T22:49:41.620031Z", 3, -119, -7.5, 1, 63.41785, 10.4021, 112]
[3373827267, "2018-11-10T22:49:45.8049Z", 4, -121, -7.8, 1, 63.41785, 10.4021, 112]
[3386384771, "2018-11-10T22:49:58.368514Z", 2, -119, -7, 0, 63.41785, 10.4021, 112]
[3426197779, "2018-11-10T22:50:38.182141Z", 2, -116, -6, 0, 63.41785, 10.4021, 112]
[3436663859, "2018-11-10T22:50:48.643765Z", 1, -118, -6.8, 0, 63.41785, 10.4021, 112]
[3441825139, "2018-11-10T22:50:53.799637Z", 2, -119, -6, 0, 63.41785, 10.4021, 112]
[3458566011, "2018-11-10T22:51:10.542145Z", 2, -119, -5.5, 0, 63.41785, 10.4021, 112]
[3493272412, "2018-11-10T22:51:45.255887Z", 2, -116, -8.8, 0, 63.41785, 10.4021, 112]
[3514546780, "2018-11-10T22:52:06.526264Z", 4, -119, -9.8, 1, 63.41785, 10.4021, 112]
[3518813516, "2018-11-10T22:52:10.790018Z", 1, -118, -9.5, 0, 63.41785, 10.4021, 112]
[3523079556, "2018-11-10T22:52:15.056893Z", 2, -119, -6, 0, 63.41785, 10.4021, 112]
[3532633996, "2018-11-10T22:52:24.616637Z", 7, -120, -10, 1, 63.41785, 10.4021, 112]
[3545579948, "2018-11-10T22:52:37.561145Z", 1, -118, -5.2, 0, 63.41785, 10.4021, 112]
[3549795340, "2018-11-10T22:52:41.77401Z", 2, -118, -6.5, 0, 63.41785, 10.4021, 112]
[3589203660, "2018-11-10T22:53:21.189661Z", 5, -119, -12, 1, 63.41785, 10.4021, 112]
[3595700092, "2018-11-10T22:53:27.675511Z", 1, -119, -4, 0, 63.41785, 10.4021, 112]
[3601121740, "2018-11-10T22:53:33.100273Z", 6, -119, -6.8, 1, 63.41785, 10.4021, 112]
[3606543396, "2018-11-10T22:53:38.523162Z", 2, -118, -5.2, 0, 63.41785, 10.4021, 112]
[3622869868, "2018-11-10T22:53:54.872524Z", 7, -120, -10.8, 1, 63.41785, 10.4021, 112]
[3629281236, "2018-11-10T22:54:01.285393Z", 1, -120, -6.8, 0, 63.41785, 10.4021, 112]
[3635857140, "2018-11-10T22:54:07.865143Z", 6, -118, -9.8, 1, 63.41785, 10.4021, 112]
[3642268492, "2018-11-10T22:54:14.2789Z", 3, -117, -8.8, 1, 63.41785, 10.4021, 112]
[3648844076, "2018-11-10T22:54:20.851766Z", 4, -116, -11.8, 1, 63.41785, 10.4021, 112]
[3655255524, "2018-11-10T22:54:27.263519Z", 0, -119, -8.8, 0, 63.41785, 10.4021, 112]
[3661832156, "2018-11-10T22:54:33.833265Z", 5, -119, -10.5, 1, 63.41785, 10.4021, 112]
[3973354636, "2018-11-10T22:59:45.356784Z", 1, -119, -10, 0, 63.41785, 10.4021, 112]
[3999986788, "2018-11-10T23:00:12.001387Z", 0, -117, -12, 0, 63.41785, 10.4021, 112]
[4031352859, "2018-11-10T23:00:43.332036Z", 2, -116, -6.8, 0, 63.41785, 10.4021, 112]
[4057580819, "2018-11-10T23:01:09.56304Z", 2, -119, -5.2, 0, 63.41785, 10.4021, 112]
[4070131843, "2018-11-10T23:01:22.10854Z", 2, -117, -7, 0, 63.41785, 10.4021, 112]
[4084944523, "2018-11-10T23:01:36.916032Z", 2, -119, -5.5, 0, 63.41785, 10.4021, 112]
[4097470468, "2018-11-10T23:01:49.443658Z", 6, -117, -8.8, 1, 63.41785, 10.4021, 112]
[4101736596, "2018-11-10T23:01:53.709546Z", 4, -119, -8.2, 1, 63.41785, 10.4021, 112]
[4105878940, "2018-11-10T23:01:57.851418Z", 2, -117, -4.5, 0, 63.41785, 10.4021, 112]
[4110021092, "2018-11-10T23:02:01.995163Z", 0, -119, -8.2, 0, 63.41785, 10.4021, 112]
[4114359164, "2018-11-10T23:02:06.333047Z", 5, -120, -10.8, 1, 63.41785, 10.4021, 112]
[4118780556, "2018-11-10T23:02:10.753913Z", 7, -120, -7.8, 1, 63.41785, 10.4021, 112]
[4137966332, "2018-11-10T23:02:29.94329Z", 0, -120, -9.5, 0, 63.41785, 10.4021, 112]
[4143387452, "2018-11-10T23:02:35.368047Z", 2, -117, -6, 0, 63.41785, 10.4021, 112]
[4148808804, "2018-11-10T23:02:40.791066Z", 3, -119, -6.2, 1, 63.41785, 10.4021, 112]
[4186137916, "2018-11-10T23:03:18.112663Z", 0, -121, -9.5, 0, 63.41785, 10.4021, 112]
[4191560012, "2018-11-10T23:03:23.536539Z", 6, -118, -9, 1, 63.41785, 10.4021, 112]
[4240773420, "2018-11-10T23:04:12.750959Z", 3, -119, -7.8, 1, 63.41785, 10.4021, 112]
[4246118124, "2018-11-10T23:04:18.095671Z", 1, -117, -5, 0, 63.41785, 10.4021, 112]
[4254522588, "2018-11-10T23:04:26.505415Z", 6, -118, -9, 1, 63.41785, 10.4021, 112]
[4255761852, "2018-11-10T23:04:27.736293Z", 2, -117, -4.5, 0, 63.41785, 10.4021, 112]
[4278148995, "2018-11-10T23:04:50.122668Z", 2, -119, -4.5, 0, 63.41785, 10.4021, 112]
[8250099, "2018-11-10T23:05:15.206269Z", 2, -117, -6.8, 0, 63.41785, 10.4021, 112]
[18754859, "2018-11-10T23:05:25.695415Z", 2, -117, -4.2, 0, 63.41785, 10.4021, 112]
[39727372, "2018-11-10T23:05:46.670827Z", 3, -120, -6.2, 1, 63.41785, 10.4021, 112]
[48249468, "2018-11-10T23:05:55.200493Z", 2, -118, -9.2, 0, 63.41785, 10.4021, 112]
[78936468, "2018-11-10T23:06:25.88342Z", 2, -120, -9.8, 0, 63.41785, 10.4021, 112]
[106555508, "2018-11-10T23:06:53.499433Z", 2, -119, -10.2, 0, 63.41785, 10.4021, 112]
[135281724, "2018-11-10T23:07:22.229576Z", 3, -118, -10, 1, 63.41785, 10.4021, 112]
[156589620, "2018-11-10T23:07:43.532823Z", 2, -117, -8, 0, 63.41785, 10.4021, 112]
[183851108, "2018-11-10T23:08:10.795806Z", 2, -118, -10.2, 0, 63.41785, 10.4021, 112]
[229725228, "2018-11-10T23:08:56.671316Z", 3, -119, -9.2, 1, 63.41785, 10.4021, 112]
[235142732, "2018-11-10T23:09:02.088183Z", 2, -118, -10.2, 0, 63.41785, 10.4021, 112]
[240561140, "2018-11-10T23:09:07.501054Z", 4, -118, -12.5, 1, 63.41785, 10.4021, 112]
[869988883, "2018-11-10T23:19:36.936842Z", 1, -118, -5.5, 0, 63.41785, 10.4021, 112]
[887675875, "2018-11-10T23:19:54.616225Z", 2, -117, -4.2, 0, 63.41785, 10.4021, 112]
[891854763, "2018-11-10T23:19:58.799079Z", 1, -119, -7.5, 0, 63.41785, 10.4021, 112]
[900212339, "2018-11-10T23:20:07.164988Z", 2, -117, -5.5, 0, 63.41785, 10.4021, 112]
[913722139, "2018-11-10T23:20:20.665334Z", 2, -117, -6.2, 0, 63.41785, 10.4021, 112]
[923053619, "2018-11-10T23:20:30.00008Z", 1, -118, -6, 0, 63.41785, 10.4021, 112]
[941715715, "2018-11-10T23:20:48.652615Z", 2, -119, -6, 0, 63.41785, 10.4021, 112]
[959551403, "2018-11-10T23:21:06.49884Z", 2, -119, -5, 0, 63.41785, 10.4021, 112]
[964851811, "2018-11-10T23:21:11.798587Z", 1, -117, -7.5, 0, 63.41785, 10.4021, 112]
[996049963, "2018-11-10T23:21:42.992585Z", 2, -118, -7.5, 0, 63.41785, 10.4021, 112]
[1009559603, "2018-11-10T23:21:56.499083Z", 2, -117, -6.2, 0, 63.41785, 10.4021, 112]
[1013739003, "2018-11-10T23:22:00.675114Z", 1, -118, -6.5, 0, 63.41785, 10.4021, 112]
[1024244555, "2018-11-10T23:22:11.182598Z", 1, -118, -6.8, 0, 63.41785, 10.4021, 112]
[1029396387, "2018-11-10T23:22:16.33546Z", 2, -120, -6.5, 0, 63.41785, 10.4021, 112]
[1173435787, "2018-11-10T23:24:40.375587Z", 2, -119, -7, 0, 63.41785, 10.4021, 112]
[1373848699, "2018-11-10T23:28:00.791132Z", 4, -118, -5.8, 1, 63.41785, 10.4021, 112]
[1375004435, "2018-11-10T23:28:01.942854Z", 1, -120, -6, 0, 63.41785, 10.4021, 112]
[1387195595, "2018-11-10T23:28:14.136479Z", 3, -118, -4.5, 1, 63.41785, 10.4021, 112]
[1710699627, "2018-11-10T23:33:37.639629Z", 3, -119, -7.8, 1, 63.41785, 10.4021, 112]
[1962820627, "2018-11-10T23:37:49.759128Z", 1, -119, -5.8, 0, 63.41785, 10.4021, 112]
[2017611003, "2018-11-10T23:38:44.546374Z", 1, -118, -7.2, 0, 63.41785, 10.4021, 112]
[2019740483, "2018-11-10T23:38:46.674649Z", 2, -119, -3.8, 0, 63.41785, 10.4021, 112]
[2027790763, "2018-11-10T23:38:54.730003Z", 1, -119, -6.8, 0, 63.41785, 10.4021, 112]
[2029920795, "2018-11-10T23:38:56.86387Z", 4, -117, -7.2, 1, 63.41785, 10.4021, 112]
[2080805867, "2018-11-10T23:39:47.743253Z", 2, -117, -2.8, 0, 63.41785, 10.4021, 112]
[2100286563, "2018-11-10T23:40:07.22798Z", 2, -117, -6.2, 0, 63.41785, 10.4021, 112]
