0,1542620400,-117,-0.75
1,1542620421,-117,-2.75
1,1542620425,-120,-4.75
0,1542620592,-115,-11.25
0,1542620611,-106,-10
0,1542620638,-114,2.25
0,1542620676,-114,1.75
0,1542620702,-112,-0.5
0,1542620729,-121,0.75
0,1542620916,-109,2
0,1542620958,-112,-3.25
1,1542621291,-125,3
1,1542621329,-111,-2.75
1,1542621357,-119,3.75
1,1542621401,-119,-0.25
1,1542621440,-90,-3.5
1,1542621474,-112,4.25
1,1542621518,-106,-2.5
1,1542621685,-93,-12.75
2,1542621736,-115,0.75
2,1542621779,-119,5.75
2,1542621843,-112,2
2,1542621884,-115,1.5
2,1542621938,-113,-0.25
2,1542621988,-115,0.5
2,1542622028,-112,3.5
2,1542622091,-114,1.5
3,1542622205,-116,-1.25
3,1542622246,-114,6.75
3,1542622287,-114,0.25
3,1542622346,-111,5
3,1542622434,-113,5
3,1542622455,-115,4
3,1542622483,-120,-1.75
3,1542622508,-105,-1.5
4,1542622619,-109,-1.5
4,1542622677,-114,5.5
4,1542622707,-115,3
4,1542622732,-119,-1
4,1542622774,-111,5.75
4,1542622805,-114,2.25
4,1542622839,-109,7
4,1542622861,-113,6.5
5,1542622972,-112,3.25
5,1542623001,-111,6
5,1542623022,-111,7
5,1542623062,-113,5
5,1542623117,-115,2.5
5,1542623142,-109,7.25
5,1542623182,-117,2
5,1542623207,-118,-0.5
0,1542624260,-115,5.75
0,1542624278,-100,1.75
0,1542624306,-102,5.25
0,1542624336,-102,4.75
0,1542624352,-101,-15.5
0,1542624362,-101,5.25
0,1542624565,-107,4.5
0,1542624575,-98,-3.75
1,1542624648,-99,-8
1,1542624720,-119,4.5
1,1542624757,-110,6.25
1,1542624827,-114,4.25
1,1542624922,-119,-0.75
1,1542624986,-109,7.25
2,1542625078,-101,7.75
2,1542625115,-119,-1.75
2,1542625118,-106,-1.5
2,1542625174,-115,1.75
2,1542625221,-114,1.75
2,1542625309,-105,4.75
2,1542625348,-107,3
2,1542625365,-108,-6.25
3,1542625490,-109,0.25
3,1542625494,-119,-1.75
3,1542625502,-109,8.75
3,1542625592,-101,3.5
3,1542625605,-105,7.25
3,1542625663,-114,3.75
3,1542625667,-113,5.75
3,1542625702,-102,-3
3,1542625707,-108,8.75
3,1542625748,-102,8.5
3,1542625751,-101,3.75
3,1542625799,-115,2.25
3,1542625849,-107,9.25
4,1542626002,-101,9
4,1542626043,-103,7.75
4,1542626075,-103,8.75
4,1542626103,-105,4.75
4,1542626144,-100,-5.75
4,1542626200,-103,9.25
4,1542626231,-109,5
4,1542626234,-107,7
4,1542626261,-105,9
5,1542626328,-98,7
5,1542626363,-102,8
5,1542626366,-103,7
5,1542626370,-102,7.5
5,1542626434,-101,3
5,1542626507,-103,8.25
5,1542626534,-105,5.75
5,1542626537,-102,0
5,1542626547,-113,2.25
5,1542626551,-107,8.25
0,1542627703,-118,-13.5
0,1542627737,-118,-4.75
0,1542627765,-119,-8.25
0,1542627795,-121,-6.5
0,1542627820,-117,-8.75
0,1542627955,-118,-10.25
1,1542628074,-119,-4.75
1,1542628106,-120,-7.75
1,1542628187,-119,-5.25
1,1542628303,-119,-5.25
1,1542628327,-119,-6.75
1,1542628341,-121,-7
2,1542628429,-117,-12.25
2,1542628439,-120,-9.75
2,1542628444,-120,-11.75
2,1542628511,-119,-12.75
2,1542628515,-120,-9.25
2,1542628530,-120,-9.5
3,1542628621,-120,-9.5
3,1542628666,-119,-11
3,1542628675,-120,-6.75
3,1542628690,-120,-8
4,1542628926,-119,-8.25
4,1542628930,-121,-9
4,1542628991,-118,-8.75
4,1542629007,-115,-9
5,1542629184,-121,-6
0,1542632343,-120,2
0,1542632352,-90,5
0,1542632364,-94,5.25
0,1542632369,-90,4.75
0,1542632373,-93,8.5
0,1542632377,-90,3.25
0,1542632382,-95,7.25
0,1542632420,-97,9.5
1,1542632451,-92,4
1,1542632454,-113,6.25
1,1542632458,-89,10.25
1,1542632462,-101,8.5
1,1542632466,-93,8.75
1,1542632470,-95,6.75
1,1542632501,-103,9.25
1,1542632505,-95,9
2,1542632573,-90,5.75
2,1542632583,-94,6
2,1542632586,-97,6.25
2,1542632590,-93,11.25
2,1542632593,-97,6.75
2,1542632633,-93,9
2,1542632637,-95,10.25
2,1542632640,-97,11.5
3,1542632690,-104,8
3,1542632697,-107,7.75
3,1542632700,-101,3.25
3,1542632733,-95,7.75
3,1542632736,-107,2.5
3,1542632743,-113,7.5
4,1542632753,-103,-7.5
4,1542632756,-101,11
4,1542632759,-111,8.25
4,1542632789,-97,10.25
4,1542632793,-102,8
4,1542632796,-99,1
4,1542632799,-100,9.5
4,1542632803,-101,8.25
5,1542632821,-99,6.25
5,1542632824,-96,5.5
5,1542632827,-99,9.75
5,1542632861,-107,-1.75
5,1542632864,-99,8.75
5,1542632872,-101,8.25
5,1542632875,-107,5.75
5,1542632879,-105,7.5
0,1542633644,-115,-14.5
0,1542633653,-119,-11
0,1542633736,-120,-4.75
1,1542633771,-121,-14
1,1542633783,-121,-12.75
1,1542633822,-117,-8.25
1,1542633826,-121,-6.5
2,1542633904,-120,-12
0,1542634558,-120,-12.25
0,1542634563,-121,-15.25
0,1542634576,-121,-13.25
0,1542634611,-120,-12
1,1542634680,-120,-9.5
1,1542634684,-120,-9.75
1,1542634692,-121,-13.75
2,1542634738,-121,-13.25
2,1542634741,-120,-12
2,1542634745,-120,-13.25
2,1542634804,-120,-9.25
2,1542634808,-120,-10.75
2,1542634811,-120,-7.75
3,1542634897,-121,-9
