1,1542620470,-120,-8.75
0,1542620683,-119,-7.5
0,1542620748,-119,-12.5
0,1542620775,-125,-9
1,1542621337,-121,-11.5
1,1542621446,-120,-7.25
1,1542621520,-116,-0.75
2,1542621782,-120,-11.75
2,1542621825,-121,-11.25
2,1542621889,-119,-6.75
2,1542621930,-120,-10.5
2,1542622034,-120,-8.75
2,1542622074,-121,-10.75
2,1542622137,-119,-10.75
3,1542622250,-119,-11.5
3,1542622333,-120,-6.25
3,1542622501,-120,-10.5
3,1542622529,-119,-9.25
4,1542622778,-120,-5.25
4,1542622907,-119,-6.25
5,1542623017,-119,-8.25
5,1542623252,-119,-6.5
0,1542624305,-113,5
0,1542624324,-106,2.5
0,1542624352,-118,-0.25
0,1542624382,-114,-0.25
0,1542624408,-103,4.5
0,1542624611,-103,5.75
0,1542624621,-106,-2.5
1,1542624694,-115,-0.5
1,1542624730,-96,-9.75
1,1542624766,-109,3.5
1,1542624802,-108,5.75
1,1542624838,-111,-2.25
1,1542624873,-108,5.75
1,1542624968,-106,-1.75
1,1542625032,-121,5.5
2,1542625124,-108,5.25
2,1542625161,-114,3.25
2,1542625164,-112,4.25
2,1542625220,-107,1.25
2,1542625267,-111,1.5
2,1542625315,-105,-2.25
2,1542625355,-106,5.75
2,1542625394,-117,-0.75
2,1542625410,-109,-4.5
3,1542625536,-95,0.25
3,1542625540,-117,-0.25
3,1542625548,-114,6
3,1542625637,-113,1.75
3,1542625709,-115,3.5
3,1542625712,-117,0.25
3,1542625753,-109,7.25
3,1542625794,-109,9.25
3,1542625797,-108,3.75
3,1542625845,-107,6.5
3,1542625895,-108,3
4,1542626048,-105,8.25
4,1542626089,-102,8.75
4,1542626120,-103,6.5
4,1542626148,-107,8.5
4,1542626190,-93,1.75
4,1542626246,-103,11
4,1542626276,-105,7.5
4,1542626280,-108,4.75
4,1542626307,-105,9.25
5,1542626374,-100,8.5
5,1542626408,-103,9
5,1542626412,-105,7.75
5,1542626416,-105,7.75
5,1542626523,-97,-7.25
5,1542626553,-105,8
5,1542626580,-103,1.75
5,1542626583,-105,8
5,1542626593,-118,-0.25
5,1542626597,-105,8
0,1542627691,-107,3.25
0,1542627748,-107,3.25
0,1542627782,-107,3.75
0,1542627810,-115,0.25
0,1542627841,-115,4.5
0,1542627865,-106,-8.5
0,1542627991,-113,4.25
0,1542628001,-107,3.75
1,1542628120,-113,7.75
1,1542628151,-108,5.75
1,1542628188,-97,-5.5
1,1542628233,-109,3.5
1,1542628261,-106,3
1,1542628349,-117,5.75
1,1542628373,-106,-0.75
1,1542628387,-121,6.25
1,1542628406,-108,2.5
2,1542628485,-115,1.25
2,1542628490,-114,4
2,1542628495,-109,-2.5
2,1542628551,-103,-7.5
2,1542628557,-112,3.5
2,1542628561,-114,2.5
2,1542628565,-112,-0.25
2,1542628576,-114,0
3,1542628654,-114,-1
3,1542628661,-101,-7.5
3,1542628667,-112,4.5
3,1542628712,-112,4.25
3,1542628720,-115,4.25
3,1542628736,-111,6
3,1542628758,-115,6
4,1542628972,-114,4.25
4,1542628975,-115,1.5
4,1542629023,-115,3
4,1542629037,-118,-0.75
4,1542629077,-117,-5.25
4,1542629109,-117,0.75
5,1542629167,-115,4.5
5,1542629195,-113,5
5,1542629202,-109,-5.5
5,1542629205,-102,2.75
5,1542629212,-114,5.25
5,1542629223,-112,6.5
5,1542629226,-109,4.75
5,1542629229,-114,5
0,1542632389,-109,6
0,1542632398,-84,4
0,1542632410,-85,7.75
0,1542632415,-88,6.5
0,1542632419,-91,8.5
0,1542632423,-83,4.75
0,1542632428,-91,8
0,1542632466,-89,7.5
1,1542632496,-83,7.5
1,1542632500,-103,8
1,1542632504,-88,8.75
1,1542632508,-95,9.5
1,1542632512,-84,8.25
1,1542632516,-95,8
1,1542632547,-97,8.25
1,1542632551,-84,8
2,1542632619,-89,6.5
2,1542632629,-87,10.25
2,1542632632,-87,7
2,1542632636,-87,9.5
2,1542632639,-89,10.25
2,1542632679,-87,9.25
2,1542632683,-86,11.25
2,1542632686,-84,8.75
3,1542632736,-93,11.75
3,1542632739,-91,10.75
3,1542632743,-95,11
3,1542632746,-90,8.25
3,1542632779,-87,8.25
3,1542632782,-94,10.5
3,1542632785,-90,8.5
3,1542632789,-95,12.5
4,1542632802,-91,11
4,1542632805,-93,10.25
4,1542632835,-95,9.75
4,1542632838,-93,10.75
4,1542632842,-91,9.75
4,1542632845,-96,10.5
4,1542632848,-94,9
5,1542632867,-96,7.75
5,1542632870,-89,7
5,1542632873,-90,9.5
5,1542632907,-91,9
5,1542632910,-91,8.75
5,1542632918,-99,8
5,1542632921,-90,7.75
5,1542632924,-91,5.25
0,1542633679,-113,-10
0,1542633685,-100,6
0,1542633690,-102,5.75
0,1542633694,-92,-5.75
0,1542633699,-101,7.5
0,1542633703,-104,7.75
0,1542633707,-108,7.5
0,1542633781,-109,3.25
1,1542633817,-101,7.75
1,1542633821,-103,8
1,1542633825,-95,-11
1,1542633829,-105,8.75
1,1542633833,-108,-2.5
1,1542633864,-108,-4.5
1,1542633868,-108,-8.25
1,1542633872,-111,-5.5
2,1542633933,-97,-1.25
2,1542633936,-99,9.5
2,1542633940,-109,3.75
2,1542633943,-107,3.5
2,1542633947,-106,-1.75
2,1542633950,-102,7.5
2,1542633954,-103,10
2,1542633985,-99,9.5
3,1542634000,-108,9
3,1542634004,-105,5.5
3,1542634007,-101,10.75
3,1542634010,-101,5.25
3,1542634014,-99,-4.25
3,1542634017,-103,8.5
3,1542634047,-109,3
3,1542634050,-105,4.25
4,1542634115,-105,8.5
4,1542634118,-97,10.5
4,1542634121,-102,9
4,1542634124,-109,2
4,1542634128,-94,-4.75
4,1542634131,-99,10.25
4,1542634134,-102,-4.25
4,1542634165,-102,10
5,1542634178,-95,-1.25
5,1542634181,-100,9.5
5,1542634184,-109,-1.25
5,1542634188,-105,5.25
5,1542634191,-99,8.25
5,1542634194,-103,7
5,1542634197,-105,-3.25
5,1542634201,-106,7
0,1542634595,-93,8.25
0,1542634600,-84,8.25
0,1542634604,-79,7
0,1542634609,-76,7.5
0,1542634613,-81,7.25
0,1542634617,-75,7.5
0,1542634622,-76,9.25
0,1542634656,-89,7
1,1542634714,-81,7.75
1,1542634718,-76,8
1,1542634722,-85,11
1,1542634726,-75,11
1,1542634730,-79,7.5
1,1542634734,-85,9
1,1542634738,-85,9.5
1,1542634769,-89,8
2,1542634780,-76,8.5
2,1542634783,-81,8.75
2,1542634787,-79,10
2,1542634790,-81,8.25
2,1542634794,-82,6
2,1542634850,-79,8.25
2,1542634853,-82,11.25
2,1542634857,-79,8.5
3,1542634893,-91,8.75
3,1542634897,-91,11
3,1542634900,-89,8.75
3,1542634903,-88,10.25
3,1542634908,-85,7.75
3,1542634936,-87,11.25
3,1542634940,-84,5.25
3,1542634943,-83,11
4,1542634953,-87,10.5
4,1542634956,-83,7.75
4,1542634959,-81,9.75
4,1542634962,-84,9.5
4,1542634990,-84,10.5
4,1542634993,-91,11
4,1542634997,-84,8
4,1542635000,-87,11.5
5,1542635016,-83,10.5
5,1542635019,-85,8.75
5,1542635023,-81,7.75
5,1542635026,-80,7.75
5,1542635050,-83,8.75
5,1542635054,-83,9.25
5,1542635057,-82,8.75
5,1542635062,-84,9
